role,title,company,city,location,description,skills,skill_count,combined_text,education,job_mode,experience_min,experience_max,days_ago,posted_date,salary_raw,salary_min,salary_max,salary_estimate,source,extracted_skills,extracted_skill_count
Data Analyst,Data Analyst,Exly,Gurugram,"Gurugram, India",Computer science Data analysis tableau Postgresql SAAS Agile Healthcare Data quality,"agile, data analysis, excel, postgresql, power bi, python, sql, statistics, tableau",9,"Data Analyst agile, data analysis, excel, postgresql, power bi, python, sql, statistics, tableau Computer science Data analysis tableau Postgresql SAAS Agile Healthcare Data quality B.Tech On-site Gurugram",B.Tech,On-site,0,4,7,1 week ago,Not Disclosed,,,450000,Naukri,"data analysis, postgresql, sql, tableau, r",5
Data Analyst,Data Analyst,Streamsource,Gurugram,"Gurugram, India",Administration Due diligence C Matrix Banking Back office Account management Management,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Administration Due diligence C Matrix Banking Back office Account management Management B.Tech On-site Gurugram",B.Tech,On-site,2,7,5,5 days ago,Not Disclosed,,,570000,Naukri,r,1
Data Analyst,Data Analyst,Infovision Labs,Bengaluru,"Hybrid - Bengaluru, India",Microstrategy MSTR micro strategy Python Data analysis Data,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Microstrategy MSTR micro strategy Python Data analysis Data B.Tech Hybrid Bengaluru",B.Tech,Hybrid,5,10,7,1 week ago,5-15 Lacs PA,500000.0,1500000.0,1000000,Naukri,"data analysis, python, r",3
Data Analyst,Data Analyst,Allegis Group,Pune,"Hybrid - Pune, India",Large Databases Power Bi Advanced Excel Data Analytics Business Analysis Requirement Gathering Data Management Data Analysis,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Large Databases Power Bi Advanced Excel Data Analytics Business Analysis Requirement Gathering Data Management Data Analysis B.Tech Hybrid Pune",B.Tech,Hybrid,8,13,30,3+ weeks ago,Not Disclosed,,,930000,Naukri,"excel, data analysis, power bi, r",4
Data Analyst,Data Analyst - Chinese,S&P Global Market Intelligence,Gurugram,"Gurugram, India",Data Analyst Trade Communication Skills Private Equity Capital Markets Secondary Research Finance Process Improvement,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Data Analyst Trade Communication Skills Private Equity Capital Markets Secondary Research Finance Process Improvement B.Tech On-site Gurugram",B.Tech,On-site,2,4,3,3 days ago,Not Disclosed,,,570000,Naukri,r,1
Data Analyst,Analyst Data Governance & Mgmt,American Express India,Gurugram,"Gurugram, India",save Analyst Data Governance & Mgmt,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau save Analyst Data Governance & Mgmt B.Tech On-site Gurugram",B.Tech,On-site,2,4,3,3 days ago,Not Disclosed,,,570000,Naukri,r,1
Data Analyst,Inventory Data Analyst,Smith & Nephew,Pune,"Pune, India",Supply chain Data modeling Data processing power bi Data Analyst Data quality Variance analysis Operations,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Supply chain Data modeling Data processing power bi Data Analyst Data quality Variance analysis Operations B.Tech On-site Pune",B.Tech,On-site,5,10,4,4 days ago,Not Disclosed,,,750000,Naukri,"power bi, r",2
Data Analyst,Data Analyst (Databricks),Everforth Quinnox,Bengaluru,"Hybrid - Bengaluru, India",Power Bi Delta Azure Databricks Tableau SQL Adls Gen2 Azure Synapse Pyspark,"azure, data analysis, excel, power bi, python, sql, statistics, tableau",8,"Data Analyst azure, data analysis, excel, power bi, python, sql, statistics, tableau Power Bi Delta Azure Databricks Tableau SQL Adls Gen2 Azure Synapse Pyspark B.Tech Hybrid Bengaluru",B.Tech,Hybrid,4,9,5,5 days ago,Not Disclosed,,,690000,Naukri,"power bi, spark, sql, tableau, r, azure",6
Data Analyst,Data Analyst,Swaas Systems,Chennai,"Chennai(Guindy), India",Excel SQL Queries ETL AWS SQL Oracle SQL Snowflake Data Analysis,"aws, data analysis, excel, power bi, python, snowflake, sql, statistics, tableau",9,"Data Analyst aws, data analysis, excel, power bi, python, snowflake, sql, statistics, tableau Excel SQL Queries ETL AWS SQL Oracle SQL Snowflake Data Analysis B.Tech On-site Chennai",B.Tech,On-site,3,7,4,4 days ago,Not Disclosed,,,630000,Naukri,"aws, data analysis, excel, sql, r",5
Data Analyst,Splunk Data Analyst,Apptad,Bengaluru,"Hybrid - Bengaluru(Bellandur), India",Data Lake Splunk SQL Data Analysis Tableau Analysis Data,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Data Lake Splunk SQL Data Analysis Tableau Analysis Data B.Tech Hybrid Bengaluru",B.Tech,Hybrid,5,10,3,3 days ago,Not Disclosed,,,750000,Naukri,"sql, tableau, data analysis",3
Data Analyst,Workday and Data Analyst,Showpad,Pune,"Pune, India",save Workday and Data Analyst,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau save Workday and Data Analyst B.Tech On-site Pune",B.Tech,On-site,3,6,3,3 days ago,Not Disclosed,,,630000,Naukri,r,1
Data Analyst,Data Analyst,Indegene,Bengaluru,"Bangalore Rural, Bengaluru, India",Excel Power Bi Advanced Excel DAX Data Data analysis Bi,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Excel Power Bi Advanced Excel DAX Data Data analysis Bi B.Tech On-site Bengaluru",B.Tech,On-site,3,5,7,1 week ago,Not Disclosed,,,630000,Naukri,"excel, data analysis, power bi, r",4
Data Analyst,Data Analyst,Windowmaker Software,Other,India,Analytical skills Accessories ERP product life cycle Data structures Customer service Windows digital transformation,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Analytical skills Accessories ERP product life cycle Data structures Customer service Windows digital transformation B.Tech On-site India",B.Tech,On-site,3,5,1,1 day ago,Not Disclosed,,,630000,Naukri,"git, r",2
Data Analyst,Data Analyst,Altimetrik,Bengaluru,"Hyderabad, Chennai, Bengaluru, India",Databricks ETL Data Quality Data Migration Data Bricks Data Data analysis Quality,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Databricks ETL Data Quality Data Migration Data Bricks Data Data analysis Quality B.Tech On-site Bengaluru",B.Tech,On-site,7,10,3,3 days ago,Not Disclosed,,,870000,Naukri,"data analysis, r",2
Data Analyst,Data Analyst,Mindfount Infotech (Opc),Noida,"Noida, India",Data analysis Marketing analytics tableau Google Analytics Statistical analysis Excel power bi Data Analyst,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Data analysis Marketing analytics tableau Google Analytics Statistical analysis Excel power bi Data Analyst B.Tech On-site Noida",B.Tech,On-site,3,8,2,2 days ago,Not Disclosed,,,630000,Naukri,"data analysis, power bi, excel, tableau, r",5
Data Analyst,Data Analyst L3,Cgi,Mumbai,"Mumbai, India",save Data Analyst L3,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau save Data Analyst L3 B.Tech On-site Mumbai",B.Tech,On-site,7,12,2,2 days ago,Not Disclosed,,,870000,Naukri,,0
Data Analyst,Data Analyst,Ignitefortune Tech,Remote,"Remote, India",Data Analytics Python Data Visualization Data Cleansing Statistics SQL Analytics Data,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Data Analytics Python Data Visualization Data Cleansing Statistics SQL Analytics Data B.Tech Remote Remote",B.Tech,Remote,0,1,21,3 weeks ago,3.25-4.25 Lacs PA,325000.0,425000.0,375000,Naukri,"sql, python, statistics",3
Data Analyst,Data Analyst,Bajaj Finance,Pune,"Pune, India",Data Analyst Etl Pipelines Root Cause Analysis Azure Automation Data Engineering Data Pipelines Architecture,"azure, data analysis, excel, power bi, python, sql, statistics, tableau",8,"Data Analyst azure, data analysis, excel, power bi, python, sql, statistics, tableau Data Analyst Etl Pipelines Root Cause Analysis Azure Automation Data Engineering Data Pipelines Architecture B.Tech On-site Pune",B.Tech,On-site,1,2,7,1 week ago,Not Disclosed,,,510000,Naukri,"azure, r",2
Data Analyst,Data Analyst,Clustor Computing,Nagpur,"Nagpur, India",Analytical skills Data analysis Manager Quality Assurance data science power bi Data analytics data visualization digital transformation,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Analytical skills Data analysis Manager Quality Assurance data science power bi Data analytics data visualization digital transformation B.Tech On-site Nagpur",B.Tech,On-site,0,2,30,3+ weeks ago,Not Disclosed,,,450000,Naukri,"data analysis, power bi, git, r",4
Data Analyst,Data Catalog Analyst,Alstom,Bengaluru,"Bengaluru, India",data catalog medical apr data management metadata standards user stories change management data modeling,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau data catalog medical apr data management metadata standards user stories change management data modeling B.Tech On-site Bengaluru",B.Tech,On-site,3,6,5,5 days ago,Not Disclosed,,,630000,Naukri,r,1
Data Analyst,Data Analyst,Wissen Technology,Hyderabad,"Hyderabad, India",analytical bi capital market dashboards equity sql derivatives bi tools,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau analytical bi capital market dashboards equity sql derivatives bi tools B.Tech On-site Hyderabad",B.Tech,On-site,3,6,5,5 days ago,Not Disclosed,,,630000,Naukri,"sql, r",2
Data Analyst,Paymode Data Analyst,Bottom Line,Pune,"Pune, India",CRO Analyst Analytical power bi Data Analyst Account management Cash management Operations,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau CRO Analyst Analytical power bi Data Analyst Account management Cash management Operations B.Tech On-site Pune",B.Tech,On-site,2,7,5,5 days ago,Not Disclosed,,,570000,Naukri,"power bi, r",2
Data Analyst,Data Analyst,Moving Walls Sdn Bhd,Chennai,"Chennai, India",remediation Assurance Usage HP data protector Chemical engineering Consulting Transition Workflow,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau remediation Assurance Usage HP data protector Chemical engineering Consulting Transition Workflow B.Tech On-site Chennai",B.Tech,On-site,2,7,5,5 days ago,Not Disclosed,,,570000,Naukri,r,1
Data Analyst,Data Analyst,Lloyds Technology Centre India,Hyderabad,"Hyderabad, India",Change management Data management Management systems IT security Strategic planning Support services Data Analyst Risk management,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Change management Data management Management systems IT security Strategic planning Support services Data Analyst Risk management B.Tech On-site Hyderabad",B.Tech,On-site,2,6,7,1 week ago,Not Disclosed,,,570000,Naukri,r,1
Data Analyst,Data Analyst,Gokaldas Exports,Bengaluru,"Bengaluru, India",Power Bi Advanced Excel SQL Data Data analysis Excel Bi,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Power Bi Advanced Excel SQL Data Data analysis Excel Bi B.Tech On-site Bengaluru",B.Tech,On-site,8,12,7,1 week ago,Not Disclosed,,,930000,Naukri,"data analysis, power bi, excel, sql, r",5
Data Analyst,Data Analyst IV,Info Services,Hyderabad,"Hybrid - Hyderabad, India",Data Validation Power Bi Dax Ci/Cd SQL Validating reports ETL Data analysis,"ci/cd, data analysis, excel, power bi, python, sql, statistics, tableau",8,"Data Analyst ci/cd, data analysis, excel, power bi, python, sql, statistics, tableau Data Validation Power Bi Dax Ci/Cd SQL Validating reports ETL Data analysis B.Tech Hybrid Hyderabad",B.Tech,Hybrid,10,20,7,1 week ago,Not Disclosed,,,1050000,Naukri,"ci/cd, data analysis, power bi, sql, r",5
Data Analyst,GN-Banking-Data AI-Analyst,Accenture,Bengaluru,"Bengaluru, India",ai python project management data analytics oracle data warehousing process improvement business intelligence,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau ai python project management data analytics oracle data warehousing process improvement business intelligence B.Tech On-site Bengaluru",B.Tech,On-site,3,8,7,1 week ago,Not Disclosed,,,630000,Naukri,"python, r",2
Data Analyst,Data Analyst(Tableau),Astar Data,Bengaluru,"Bengaluru, India",Tableau Data Analytics SQL Data modelling Analytics Data analysis Data Modeling,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Tableau Data Analytics SQL Data modelling Analytics Data analysis Data Modeling B.Tech On-site Bengaluru",B.Tech,On-site,4,6,21,3 weeks ago,12-20 Lacs PA,1200000.0,2000000.0,1600000,Naukri,"sql, tableau, data analysis",3
Data Analyst,Data Analyst,Eucloid Data Solutions,Gurugram,"Gurugram, India",Problem Solving SQL Tableau Data analysis Data,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Problem Solving SQL Tableau Data analysis Data B.Tech On-site Gurugram",B.Tech,On-site,3,6,7,1 week ago,Not Disclosed,,,630000,Naukri,"data analysis, sql, tableau, r",4
Data Analyst,Data Analyst,Tech Mahindra,Hyderabad,"Hyderabad, India",Leetcode SQL Python Data analysis Data,"data analysis, excel, power bi, python, sql, statistics, tableau",7,"Data Analyst data analysis, excel, power bi, python, sql, statistics, tableau Leetcode SQL Python Data analysis Data B.Tech On-site Hyderabad",B.Tech,On-site,3,7,7,1 week ago,Not Disclosed,,,630000,Naukri,"sql, python, data analysis",3
